problem,reference_label,base_model_predicted,base_model_correct,quantized_model_predicted,quantized_model_correct,base_model_time,quantized_model_time
"Sentence1: Inamed shares closed down nearly 12 percent on Nasdaq , where it was one of the top percentage losers . Sentence2: Inamed shares dropped as much as about 16 percent on Nasdaq , where it was one of the top percentage losers .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2648265361785889,0.4729008674621582
"Sentence1: The technology-laced Nasdaq Composite Index .IXIC gained 21.35 points , or 1.33 percent , to 1,624.91 . Sentence2: The tech-laced Nasdaq Composite Index .IXIC eased 5.16 points , or 0.32 percent , at 1,590.75 , breaking a six-day string of gains .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5157647132873535,3.4932899475097656
"Sentence1: Before completion , the group will take surplus cash of 16.5m from TCG to reduce its net borrowings . Sentence2: Prior to completion , CCG said it will also extract surplus cash of $ 27 million to reduce net borrowings .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5117812156677246,0.5915408134460449
"Sentence1: Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines , when necessary -- to move the inconvenienced passengers . Sentence2: Delta personnel at Atlanta 's Hartsfield-Jackson International Airport scrambled all day to find alternate flights -- including seats on other airlines -- to move the inconvenienced passengers .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5160038471221924,4.707761287689209
"Sentence1: "" Based on that review , I have concluded that CEO & President Greg Parseghian and General Counsel Maud Mater should be replaced , "" said Falcon in a statement . Sentence2: Based on that review , I have concluded that CEO and President Greg Parseghian and General Counsel Maud Mater should be replaced , "" Falcon said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.512080192565918,1.314500093460083
"Sentence1: For the year , Marvell expects revenue of $ 760 million to $ 790 million . Sentence2: Marvell Technology also reported revenue of $ 168.3 million , exceeding the First Call estimate of $ 162.6 million .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5120096206665039,0.47299885749816895
"Sentence1: In trading on the New York Stock Exchange , Kraft shares fell 25 cents to close at $ 32.30 . Sentence2: Kraft 's shares fell 25 cents to close at $ 32.30 yesterday on the New York Stock Exchange .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5120983123779297,0.4755282402038574
Sentence1: The European Union banned the import of genetically modified food in 1998 ; the United States is now demanding that the EU end its ban . Sentence2: The union banned the import of genetically modified food in 1998 after many consumers feared health risks .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,0,1,0,1,1.26865553855896,0.4755542278289795
"Sentence1: Stealing identities and credit card numbers with bogus e-mail and websites that appear to come from legitimate companies is an increasing problem on the Internet , federal officials warned Monday . Sentence2: Stealing identities and credit-card numbers with bogus e-mail and Web sites that appear to come from legitimate companies is an increasing problem on the Internet , federal officials warned yesterday .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5125701427459717,4.825106382369995
"Sentence1: He was listed last night in critical but stable condition at Kings County Hospital Center , police said . Sentence2: That victim , a New Jersey resident , was in critical but stable condition at the hospital .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5127031803131104,0.47539830207824707
"Sentence1: Investigators have meticulously looked into virtually every aspect of Campbell 's personal and financial affairs , Campbell has acknowledged . Sentence2: Investigators continue to probe virtually every aspect of Campbell 's personal and financial affairs , the former mayor has said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2641661167144775,3.5487003326416016
"Sentence1: For the full 12-month period ending June 30 , advanced services lines of all technology types increased by 56 percent . Sentence2: For the full year period ending June 30 , 2003 , high-speed lines increased by 45 percent .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,4.181098461151123,0.474536657333374
"Sentence1: On Sunday August 3 , the House of Deputies voted nearly 2-1 in favor of the Reverend Gene Robinson of New Hampshire . Sentence2: On Tuesday in Minneapolis , the House of Bishops gave final approval on a 62-43 vote for the Rev. V. Gene Robinson of New Hampshire to become bishop .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5118811130523682,0.4737715721130371
Sentence1: Federal officials gave the DPS officer an FAA number to call to initiate lost-aircraft procedures . Sentence2: Federal officials then gave the Texas DPS officer a number to call at the FAA to initiate lost aircraft procedures .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,0.5111391544342041,0.4725227355957031
"Sentence1: After 26 hours of surgery and a year of anticipation , the boys were separated Sunday at Children 's Medical Center of Dallas . Sentence2: Two-year-old Egyptian twin boys , born with their heads conjoined , have been separated after 26 hours of surgery at the Children 's Medical Centre in Dallas .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5118930339813232,0.5812835693359375
"Sentence1: But the settlement also defers any payment to investors , potentially for years , until the securities lawsuits against the brokerage firms are resolved . Sentence2: Any payment to investors will be delayed , potentially for years , until the securities lawsuits against the brokerage firms are resolved .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,1.270129919052124,0.4763484001159668
"Sentence1: "" The GPL violates the U.S. Constitution , together with copyright , antitrust and export control laws , "" SCO Group said in an answer filed to an IBM court filing . Sentence2: "" The GPL violates the U.S. Constitution , together with copyright , antitrust and export control laws , "" states SCO in documents filed with the U.S. District Court for Utah .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5154123306274414,4.848628759384155
"Sentence1: The Nasdaq composite index dropped 33.90 , or 2.1 percent , to 1,610.82 , having risen 1.1 percent last week . Sentence2: The Nasdaq composite index rose 16.74 , or 1 percent , to 1,650.75 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,2.792436361312866,0.4735283851623535
"Sentence1: Elsewhere in Europe , Philips was up 4.6 percent after raising its targets for chip sales on Friday . Sentence2: Elsewhere in Europe , Philips was up 3.8 percent after saying on Friday it was seeing positive developments with its U.S. dollar sales .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.712989330291748,2.1674230098724365
"Sentence1: Police searched Tanzi 's home near Parma on Wednesday , and prosecutors had sought to interrogate him that day only to find he had left Italy for an undisclosed foreign country . Sentence2: Magistrates searched Tanzi 's home near Parma on Wednesday and tried to question him the same day , only to find he had left Italy for an undisclosed foreign country .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,1.272808313369751,0.4772913455963135
"Sentence1: The rule bars groups from airing ads that promote , support , attack or oppose a candidate at any time . Sentence2: It upheld fallback rules that bar the same groups from airing ads that promote , support , attack or oppose a candidate at any time .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5120453834533691,0.4727308750152588
"Sentence1: Last year , Cuban officials said none of nearly two dozen nominated Cuban musicians received U.S. visas on time to attend the Grammys in Los Angeles . Sentence2: Cuban officials said that last year none of about two dozen nominated Cuban musicians received U.S. visas in time to attend the Latin Grammys .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2686259746551514,4.731875658035278
"Sentence1: The 244th Engineer Battalion has been clearing rubble , building playgrounds and restoring irrigation in Iraq , the military said . Sentence2: The battalion has been clearing rubble , building playgrounds and restoring irrigation in Iraq , military officials told The Associated Press .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5148546695709229,0.4764993190765381
